#DeCS_code	Term_Spanish	Term_English	MeSH_code	Synonyms
54686	tratamiento con radiofrecuencia pulsada	Pulsed Radiofrequency Treatment	D061208	Tratamiento de Radiofrecuencia Pulsada
54687	maniobra de Heimlich	Heimlich Maneuver	D059746	-
54688	trombólisis mecánica	Mechanical Thrombolysis	D061185	-
54689	tratamientos preservadores de órganos	Organ Sparing Treatments	D059351	tratamientos conservadores de órganos|Tratamientos Conservadores del Órgano
54690	reconstrucción del ligamento cruzado anterior	Anterior Cruciate Ligament Reconstruction	D059549	-
54691	cementoplastia	Cementoplasty	D060826	-
54692	tratamiento del dolor	Pain Management	D059408	Manejo del Dolor
54693	método de la madre canguro	Kangaroo-Mother Care Method	D060127	Madre Canguro|Método Madre-Canguro
54694	ejercicio pliométrico	Plyometric Exercise	D059385	-
54695	retención protésica	Prosthesis Retention	D060489	Retención de la Prótesis
54696	errores de planificación y administración de la radioterapia	Radiotherapy Setup Errors	D061106	Errores de Configuración de Radioterapia|Errores de Configuración en Radioterapia
54697	radioterapia guiada por imágenes	Radiotherapy, Image-Guided	D061089	Radioterapia Guiada por Imágenes|Radioterapia Guiada por Imagen
54698	conservación de la fertilidad	Fertility Preservation	D059247	preservación de la fertilidad|protección de la fertilidad
54699	técnicas de maduración in vitro de ovocitos	In Vitro Oocyte Maturation Techniques	D059471	Maduración In Vitro de los Oocitos|Técnicas de Maduración de los Oocitos In Vitro|maduración in vitro de ovocitos|Técnicas de Maduración In Vitro de los Oocitos
54700	oclusión terapéutica	Therapeutic Occlusion	D060205	-
54701	tratamiento con helmintos	Therapy with Helminths	D061147	Terapia Helmíntica|helmintoterapia|Terapia con Helmintos
54702	bloqueo del ganglio esfenopalatino	Sphenopalatine Ganglion Block	D059387	bloqueo del ganglio de Meckel
54703	cirugía de descompresión microvascular	Microvascular Decompression Surgery	D061145	cirugía descompresiva microvascular|Cirugía para Descompresión Microvascular
54704	gastropexia	Gastropexy	D059485	-
54705	metastasectomía	Metastasectomy	D059146	-
54706	foraminotomía	Foraminotomy	D059526	-
54707	osteotomía sagital de rama mandibular	Osteotomy, Sagittal Split Ramus	D059229	osteotomía sagital mandibular
54708	aumento del suelo sinusal maxilar	Sinus Floor Augmentation	D059546	elevación del suelo del seno maxilar|Elevación del Piso del Seno Maxilar
54709	sustitución total del disco	Total Disc Replacement	D059145	sustitución total discal|Reeemplazo Total de Disco
54710	procedimientos quirúrgicos nasales	Nasal Surgical Procedures	D059747	-
54711	herniorrafia	Herniorrhaphy	D059685	-
54712	procedimientos quirúrgicos ultrasónicos	Ultrasonic Surgical Procedures	D059708	procedimientos quirúrgicos con ultrasonidos
54713	piezocirugía	Piezosurgery	D059745	-
54714	extracción líquido-líquido	Liquid-Liquid Extraction	D059625	-
54715	microextracción en fase líquida	Liquid Phase Microextraction	D059627	-
54717	osmometría	Osmometry	D061286	-
54718	técnicas de transferencia de energía por resonancia con bioluminiscencia	Bioluminescence Resonance Energy Transfer Techniques	D060807	Transferencia de Energía por Resonancia de Bioluminiscencia
54719	factor de protección solar	Sun Protection Factor	D059405	-
54720	técnicas de cultivo celular discontinuo	Batch Cell Culture Techniques	D061249	Cultivo Continuo por Lotes|Cultivo en Frascos Agitados|Técnicas de Cultivo por Lotes|cultivo en matraz agitado|cultivo por tandas|cultivo semicontinuo|técnicas de cultivo discontinuo|Técnicas de Cultivo Celular por Lotes
54721	ingeniería celular	Cell Engineering	D060846	-
54722	ingeniería metabólica	Metabolic Engineering	D060847	-
54723	índice de la necesidad de tratamiento ortodóncico	Index of Orthodontic Treatment Need	D061326	Indice de Necesidad de Tratamiento Ortodóncico
54724	mortalidad prematura	Mortality, Premature	D061213	fallecimiento prematuro|muerte prematura
54725	relación señal-ruido	Signal-To-Noise Ratio	D059629	cociente señal-ruido
54726	farmacovigilancia	Pharmacovigilance	D060735	-
54727	técnicas de genotipado	Genotyping Techniques	D060005	técnicas de genotipación|técnicas de tipación genotípica|Técnicas de Genotipaje
54728	reacción en cadena de la polimerasa múltiple	Multiplex Polymerase Chain Reaction	D060885	Reacción Multiplex en Cadena de la Polimerasa|Reacción en Cadena de la Polimerasa Multiplex
54729	reacción en cadena de la polimerasa en tiempo real	Real-Time Polymerase Chain Reaction	D060888	Reacción en Cadena en Tiempo Real de la Polimerasa
54730	genética inversa	Reverse Genetics	D059386	-
54731	magnetometría	Magnetometry	D060306	-
54732	números necesarios para tratar	Numbers Needed To Treat	D061366	Números Necesarios a Tratar
54733	técnicas químicas sintéticas	Chemistry Techniques, Synthetic	D060326	técnicas de síntesis química|Técnicas de Química Sintética
54734	técnicas de síntesis en fase sólida	Solid-Phase Synthesis Techniques	D060327	síntesis en fase sólida
54735	pruebas de toxicidad subaguda	Toxicity Tests, Subacute	D059551	-
54736	pruebas de toxicidad subcrónica	Toxicity Tests, Subchronic	D059550	-
54737	diseño dental del implante y el pilar	Dental Implant-Abutment Design	D059605	Implante Dental Pilar con Interfase Cono Morse|Implante Dental con Cambio de Plataforma|Implante Dental con Conexión del Pilar|Implante Pilar Dental con Conexión Cono Morse|Interfase del Implante Pilar Dental|conexión dental implante-pilar|diseño dental implante-pilar|Diseño de Implante Dental-Pilar
54738	técnicas de retracción gingival	Gingival Retraction Techniques	D060745	-
54739	tubos capilares	Capillary Tubing	D060166	Tubos Capilares|Tubo Capilar
54740	telescopios	Telescopes	D061351	-
54741	sentido de coherencia	Sense of Coherence	D060685	sentimiento de coherencia
54742	carnivoría	Carnivory	D060435	-
54743	herbivoría	Herbivory	D060434	-
54744	redes sociales	Social Networking	D060756	Redes Sociales|networking social|red social|redes sociales en la salud pública|uso de las redes sociales|uso de las redes sociales en la salud pública|uso de red social|uso de redes sociales
54745	extracción de leche materna	Breast Milk Expression	D061186	Extracción de Leche Humana
54746	seroselección VIH	HIV Serosorting	D059147	Seroclasificación|Seroclasificación por VIH
54747	ansiedad de ejecución	Performance Anxiety	D060805	ansiedad por actuación|Ansiedad de Desempeño
54748	perdón	Forgiveness	D061347	-
54749	memoria episódica	Memory, Episodic	D061212	-
54750	sensibilización por repetición	Repetition Priming	D060865	preparación por repetición|Memoria Implícita
54751	nocicepción	Nociception	D059225	Nociocepción|Nocipercepción
54752	acaparamiento	Hoarding	D060845	Coleccionismo|acumulación|atesoramiento|tesaurización
54753	disfunción cognitiva	Cognitive Dysfunction	D060825	Deficiencias Cognitivas|Deterioro Cognitivo Leve|Disminución Cognitiva|Trastorno Neurocognitivo Leve|alteración neurocognitiva leve|deficiencia cognitiva leve|deterioro cognitivo|deterioro mental
54754	trastorno depresivo resistente al tratamiento	Depressive Disorder, Treatment-Resistant	D061218	Desorden Depresivo Resistente al Tratamiento
54755	economía del comportamiento	Economics, Behavioral	D060909	economía conductual
54756	antropología médica	Anthropology, Medical	D060432	antropología de la salud
54757	plegamiento del ARN	RNA Folding	D059370	Pliegue del ARN
54758	fonones	Phonons	D060739	fonón
54759	cuevas	Caves	D059552	-
54761	manantiales naturales	Natural Springs	D060985	manantial|manantial de abastecimiento público|manantial natural|manantiales|ojos de agua
54762	respiraderos hidrotermales	Hydrothermal Vents	D060086	fumarolas hidrotermales
54763	pozos de agua	Water Wells	D060986	pozo artesiano|pozo de agua|pozos|pozos artesianos
54766	campos de petróleo y gas	Oil and Gas Fields	D061329	Yacimiento de Petróleo y Gas
54768	fenómenos magnéticos	Magnetic Phenomena	D060328	atracción magnética
54769	radiación electromagnética	Electromagnetic Radiation	D060733	energía electromagnética|ondas electromagnéticas
54770	campos magnéticos	Magnetic Fields	D060526	-
54771	reparación del ADN por unión de extremos	DNA End-Joining Repair	D059766	Unión de Extremidades de ADN no Homólogo|unión de extremos no homólogos de ADN|Reparación del ADN por Unión de Extremidades
54772	reparación del ADN por recombinación	Recombinational DNA Repair	D059767	Reparación de Roturas del ADN de Doble Hebra por Homología Dirigida|reparación del ADN dirigida por homología|reparación del ADN por recombinación homóloga
54773	acortamiento telomérico	Telomere Shortening	D059506	acortamiento del telómero
54774	degradación asociada al retículo endoplásmico	Endoplasmic Reticulum-Associated Degradation	D060746	Degradación Asociada al Retículo Endoplásmico|degradación asociada al retículo endoplasmático|Degradación Asociada con el Retículo Endoplásmico
54775	proteólisis	Proteolysis	D059748	-
54776	desdoblamiento del ARN	RNA Cleavage	D059367	Segmentación del ARN|desdoblamiento de ARN|división del ARN|escisión del ARN
54777	degradación del ARNm mediada por codón sin sentido	Nonsense Mediated mRNA Decay	D059365	Decadéncia de ARNm Mediada por Codón sin Sentido|degradación del ARNm mediada por mutaciones terminadoras|Degradación de ARNm Mediada por Codón sin Sentido
54778	sumación de potenciales postsinápticos	Postsynaptic Potential Summation	D059227	suma de potenciales postsinápticos|sumación en neurofisiología|sumación neurofisiológica
54779	transcriptoma	Transcriptome	D059467	transcriptomas
54780	motivos nucleotídicos	Nucleotide Motifs	D059372	motivos de nucleótidos
54781	vía de señalización Wnt	Wnt Signaling Pathway	D060449	-
54782	mapas de interacciones proteicas	Protein Interaction Maps	D060066	Mapa de Interacción de Proteína-Proteína|mapa de interaccion entre proteínas|mapa de interacciones entre proteínas|mapa de interacciones proteína-proteína|mapas de interacciones de proteínas|Mapas de Interacción de Proteínas
54783	estrés del retículo endoplásmico	Endoplasmic Reticulum Stress	D059865	estrés del retículo endoplasmático
54784	puntos de comprobación del ciclo celular	Cell Cycle Checkpoints	D059447	Puntos de Control del Ciclo Celular
54785	puntos de comprobación del ciclo celular en fase G1	G1 Phase Cell Cycle Checkpoints	D059585	Puntos de Control de la Fase G1 del Ciclo Celular
54786	puntos de comprobación del ciclo celular en fase G2	G2 Phase Cell Cycle Checkpoints	D059565	Puntos de Control de la Fase G2 del Ciclo Celular
54787	puntos de comprobación del ciclo celular en fase M	M Phase Cell Cycle Checkpoints	D059566	Punto de Control de la Fase M del Ciclo Celular|punto de comprobación del ciclo celular en fase M|Puntos de Control de la Fase M del Ciclo Celular
54788	puntos de comprobación del ciclo celular en fase S	S Phase Cell Cycle Checkpoints	D059807	Punto de Control de la Fase S|Punto de Control de la Fase S del Ciclo Celular|punto de comprobación de la fase S|punto de comprobación del ciclo celular en fase S|Puntos de Control de la Fase S del Ciclo Celular
54789	división celular asimétrica	Asymmetric Cell Division	D060049	división asimétrica de células madre|división asimétrica de la célula madre
54790	homeostasis telomérica	Telomere Homeostasis	D059505	homeostasis del telómero
54791	evolución clonal	Clonal Evolution	D060965	-
54792	microambiente celular	Cellular Microenvironment	D060833	-
54793	competencia por transformación del ADN	DNA Transformation Competence	D061269	Competencia en la Transformación con ADN|Competencia de la Transformación por ADN
54794	tasa de mutación	Mutation Rate	D059645	velocidad de mutación
54795	aislamiento reproductivo	Reproductive Isolation	D060047	-
54796	recombinación V(D)J	V(D)J Recombination	D060152	-
54797	recombinación homóloga	Homologous Recombination	D059765	-
54798	cariotipo	Karyotype	D059785	-
54799	exoma	Exome	D059472	-
54800	genes de cloroplastos	Genes, Chloroplast	D061125	Genes de Cloroplastos|Genes del Cloroplasto
54801	genes modificadores	Genes, Modifier	D060045	-
54802	tamaño del genoma	Genome Size	D059646	-
54803	ecotipo	Ecotype	D060146	-
54804	interacción gen-ambiente	Gene-Environment Interaction	D059647	-
54805	simpatría	Sympatry	D061350	-
54806	alimentación rica en grasa	Diet, High-Fat	D059305	alimentación alta en grasas|dieta rica en grasas|Dieta Alta en Grasa
54807	hormesis	Hormesis	D059165	-
54808	embarazo cuádruple	Pregnancy, Quadruplet	D059287	-
54809	embarazo quíntuple	Pregnancy, Quintuplet	D059288	-
54810	embarazo triple	Pregnancy, Triplet	D059286	-
54811	embarazo gemelar	Pregnancy, Twin	D059285	-
54812	apomixis	Apomixis	D060832	-
54813	rigidez vascular	Vascular Stiffness	D059289	rigidez arterial
54814	cardiomegalia inducida por el ejercicio	Cardiomegaly, Exercise-Induced	D059267	Cardiomegalia Inducida por Ejercicios|cardiomegalia inducida por el esfuerzo físico
54815	sensibilización del sistema nervioso central	Central Nervous System Sensitization	D059333	sensibilización central
54816	reflejo trigeminocardíaco	Reflex, Trigeminocardiac	D059230	-
54817	selección clonal mediada por antígeno	Clonal Selection, Antigen-Mediated	D060966	Selección Clonal Mediada por Antígenos
54818	tolerancia central	Central Tolerance	D061167	-
54819	tolerancia periférica	Peripheral Tolerance	D061166	-
54820	autoincompatibilidad en las plantas de floración	Self-Incompatibility in Flowering Plants	D060436	Autoincompatibilidad en Angiospermas|Autoincompatibilidad en las Plantas con Flores
54821	osteología	Osteology	D059166	-
54822	proyecto HapMap	HapMap Project	D060148	Proyecto HapMap|Proyecto Mapa de Haplotipos
54823	patología de las plantas	Plant Pathology	D061066	Patología de la Planta|Patología de Plantas
54824	educación del discapacitado auditivo	Education of Hearing Disabled	D060345	Educación para Discapacidad Auditiva|educación en la discapacidad auditiva|enseñanza de los individuos con discapacidad auditiva|Educación de Personas con Discapacidad Auditiva
54825	educación del discapacitado visual	Education of Visually Disabled	D060329	Educación para Discapacidad Visual|educación en la discapacidad visual|enseñanza en la discapacidad visual|Educación de Personas con Discapacidad Visual
54828	pasterización	Pasteurization	D061352	Pasteurización
54829	imanes	Magnets	D059346	-
54830	dispositivos para detener el consumo de tabaco	Tobacco Use Cessation Devices	D061485	Dispositivos para Detener el Consumo de Tabaco|Producto de Reemplazo de Nicotina|Producto de Sustitución de Nicotina|Productos de Reemplazo de Nicotina|Productos para Dejar de Fumar Tabaco|Terapia de Reemplazo de la Nicotina|Terapia de Sustitución de la Nicotina|aerosol nasal de nicotina|aerosoles nasales de nicotina|dispositivo de liberación de nicotina|dispositivos de liberación de nicotina|dispositivos para abandonar el consumo de tabaco|inhalador de nicotina|inhaladores de nicotina|nicotina polacrilex|parche de nicotina|parche transdérmico de nicotina|pastilla de nicotina|pastillas de nicotina|producto de sustitución de la nicotina|producto para dejar de fumar|productos de sustitución de la nicotina|productos para dejar de fumar|productos para detener el consumo de tabaco|terapia de reemplazo de nicotina|terapia de sustitución de nicotina|terapias de reemplazo de nicotina|terapias de sustitución de nicotina|Dispositivos para Dejar de Fumar Tabaco
54831	bebidas energéticas	Energy Drinks	D061215	Bebidas Isotônicas|Repositores Hidroelectrolíticos
54832	teoría de los gérmenes como causantes de enfermedad	Germ Theory of Disease	D060755	Teoría del Gérmen de la Enfermedad
54833	hipótesis higienista	Hygiene Hypothesis	D061148	Hipótesis de la Higiene
54834	mensajes de texto	Text Messaging	D060145	Mensaje de Texto
54835	máquina de soporte vectorial	Support Vector Machine	D060388	máquinas de vectores de apoyo|máquinas de vectores de soporte|Máquina de Vectores de Soporte
54836	medios sociales	Social Media	D061108	envío de mensajes por Twitter|internet 2.0|transmisión de mensajes por Twitter|web 2.0|Medios de Comunicación Sociales
54837	personal de emergencias	Emergency Responders	D060731	Personal de Emergencias|Personal de Respuesta de Emergencia|Primer Interventor|Primeros Interventores|personal de primera respuesta|personal de protección civil|personal de urgencias|personal en casos de emergencia|Socorristas
54839	fisioterapeutas	Physical Therapists	D059825	fisioterapeuta
54840	acompañantes formales de pacientes	Medical Chaperones	D061348	Acompañantes de Pacientes|acompañante formal del paciente|chaperones|Chaperones Médicos
54841	personal de laboratorio	Laboratory Personnel	D059232	técnicos de laboratorio
54842	amish	Amish	D061365	-
54843	trabajadores del sexo	Sex Workers	D060386	clientes de trabajadores sexuales|Trabajadores Sexuales
54844	donantes sin parentesco	Unrelated Donors	D061349	donantes no emparentados|Donante no Emparentado
54845	salud reproductiva	Reproductive Health	D060728	Salud Reproductora|salud de la reproducción
54846	remuneración	Remuneration	D060926	Pago|retribución
54847	programas de reducción de peso	Weight Reduction Programs	D061217	programas de reducción de la obesidad|programas de reducción ponderal
54848	arropamiento neonatal	Facilitated Tucking	D060867	arrullar y arropar|Contención del Recién Nacido
54849	intervención médica temprana	Early Medical Intervention	D061345	-
54850	servicios farmacéuticos en línea	Pharmaceutical Services, Online	D060946	Disponibilidad de Medicamentos Vía Internet
54851	tránsito a la atención adulta	Transition to Adult Care	D060305	Transición a la Atención de Adultos
54852	organizaciones responsables de la atención sanitaria	Accountable Care Organizations	D060866	Organizaciones de la Atención Responsables|Organización de la Atención Responsable|organizaciones de cuidados responsables|organización de atención médica responsable|Organizaciones Responsables por la Atención
54853	análisis de la causa raíz	Root Cause Analysis	D060891	Análisis de Causa Raíz
54854	refugio de emergencia	Emergency Shelter	D060447	Albergue Emergencial|Albergue de Emergencia|Alojamientos de Emergencia|Asentamientos Temporales|Refugio Emergencial|Refugios Temporales|Refugios de Emergencia|Vivienda Temporal|Viviendas Temporales|alojamiento temporal|asentamiento temporal|refugio temporal
54855	energía renovable	Renewable Energy	D059205	-
54857	seguridad del paciente	Patient Safety	D061214	-
54858	erradicación de enfermedades	Disease Eradication	D060740	Erradicación|Erradicación de la Enfermedad
54861	Golfo de Méjico	Gulf of Mexico	D060851	Golfo de México
54862	Sagrado Imperio Romano	Holy Roman Empire	D060786	Sacro Imperio Romano
54863	Mercosur	Mercosur	-	Mercado Común del Sur
54864	salud sexual	Sexual Health	D000074384	-
54865	generadores de patrones centrales	Central Pattern Generators	D063226	neuronas generadoras de patrones centrales
54866	adventicia	Adventitia	D063194	túnica externa
54867	colgajo vascularizado	Perforator Flap	D061525	colgajo perforante
54868	células MCF-7	MCF-7 Cells	D061986	-
54869	células Madin-Darby del riñón canino	Madin Darby Canine Kidney Cells	D061985	Células de Riñón Canino Madin Darby
54870	células Sf9	Sf9 Cells	D061987	-
54871	dermis acelular	Acellular Dermis	D062088	-
54872	cápsulas fúngicas	Fungal Capsules	D062607	Cápsulas de Hongos
54873	Rana clamitans	Rana clamitans	D063188	rana verde
54874	araña reclusa marrón	Brown Recluse Spider	D063287	Araña Reclusa Parda
54875	Odonata	Odonata	D063191	Anisoptera|Anisópteros|Caballitos del Diablo|Libélulas|Zigópteros|Zygoptera
54876	Acanthocheilonema	Acanthocheilonema	D063486	-
54877	tumor de Buschke-Lowenstein	Buschke-Lowenstein Tumor	D062688	Tumor de Buschke-Löwenstein
54878	acantoqueilonemiasis	Acanthocheilonemiasis	D063485	-
54879	lipoblastoma	Lipoblastoma	D062689	-
54880	cistoadenofibroma	Cystadenofibroma	D062625	-
54881	deformidades dentofaciales	Dentofacial Deformities	D063169	-
54883	aspiración respiratoria del contenido gástrico	Respiratory Aspiration of Gastric Contents	D063466	Aspiración Respiratoria de Contenidos Gástricos
54884	miringoesclerosis	Myringosclerosis	D063371	-
54885	síndrome de Alicia en el país de las maravillas	Alice in Wonderland Syndrome	D062026	-
54886	neumorraquia	Pneumorrhachis	D063205	Neumorraquis
54887	eyaculación precoz	Premature Ejaculation	D061686	Eyaculación Prematura
54888	adenomiosis	Adenomyosis	D062788	-
54889	muerte materna	Maternal Death	D063130	-
54890	embarazo heterotópico	Pregnancy, Heterotopic	D063192	-
54891	síndrome de May-Thurner	May-Thurner Syndrome	D062108	Síndrome de Compresión de la Vena Ilíaca|síndrome de Cockett|síndrome de compresión de la vena iliaca|síndrome de compresión iliocava
54892	linfedema no filarioso	Non-Filarial Lymphedema	D062846	Linfedema no Filarial
54893	esteatocistoma múltiple	Steatocystoma Multiplex	D062685	-
54894	dermatosis bullosa con igA lineal	Linear IgA Bullous Dermatosis	D062027	Dermatosis Bullosa IgA Lineal
54895	muerte parental	Parental Death	D063129	-
54896	síntomas prodrómicos	Prodromal Symptoms	D062706	-
54898	bebida en atracón	Binge Drinking	D063425	Borrachera
54899	sobredosis de sustancias	Drug Overdose	D062787	Overdose de Medicamentos|Overdose de Sustancias|Sobredosis de Droga
54900	intoxicación por organofosfatos	Organophosphate Poisoning	D062025	Intoxicación por Organofosfato
54901	ozono estratosférico	Stratospheric Ozone	D062952	capa de ozono|ozonosfera
54902	agua carbonatada	Carbonated Water	D061545	agua de seltz
54903	fosforamidas	Phosphoramides	D063088	-
54904	clorhidrato de tiaprida	Tiapride Hydrochloride	D063325	monoclorhidrato de tiaprida|tiaprida
54905	cloroacetatos	Chloroacetates	D062845	-
54908	meta-aminobenzoatos	meta-Aminobenzoates	D062368	metaminobenzoatos
54909	ortoaminobenzoatos	ortho-Aminobenzoates	D062367	-
54910	para-aminobenzoatos	para-Aminobenzoates	D062366	-
54912	éteres de hidroxibenzoatos	Hydroxybenzoate Ethers	D062425	-
54914	organofosfonatos	Organophosphonates	D063065	-
54915	organofluorofosfonatos	Organofluorophosphonates	D063066	-
54916	organotiofosfonatos	Organothiophosphonates	D063085	-
54917	cerámicas organomodificadas	Organically Modified Ceramics	D063225	Cerámicas Modificadas Orgánicamente
54918	resinas de silorane	Silorane Resins	D062047	Resinas de Silorano
54919	complejo exosoma multienzimático ribonucleasa	Exosome Multienzyme Ribonuclease Complex	D063326	Complejo Multienzimático de Ribonucleasas del Exosoma
54920	proteínas del grupo policomb	Polycomb-Group Proteins	D063146	Proteínas del Grupo Polycomb
54921	complejo represivo polycomb 1	Polycomb Repressive Complex 1	D063150	Complejo 1 Represivo Polycomb|complejo 1 polycomb represivo
54922	complejo represivo polycomb 2	Polycomb Repressive Complex 2	D063151	Complejo 2 Represivo Polycomb|complejo 2 polycomb represivo
54923	mucílago de plantas	Plant Mucilage	D062087	Mucílago de Planta
54924	2',3'-nucleótido cíclico 3'-fosfodiesterasa	2',3'-Cyclic Nucleotide 3'-Phosphodiesterase	D063309	2',3'-Nucleótido Cíclico 3'-Fosfodiesterasas|2',3'-nucleótido cíclico 3'-fosfodiesterasas
54925	metionil aminopeptidasas	Methionyl Aminopeptidases	D063208	-
54926	N-terminal acetiltransferasa D	N-Terminal Acetyltransferase D	D063212	Acetiltransferasa D N-Terminal
54927	N-terminal acetiltransferasas	N-Terminal Acetyltransferases	D063206	Acetiltransferasas N-Terminal
54928	N-terminal acetiltransferasa A	N-Terminal Acetyltransferase A	D063209	Acetiltransferasa N-Terminal A|Acetiltransferasa A N-Terminal
54929	N-terminal acetiltransferasa B	N-Terminal Acetyltransferase B	D063210	Acetiltransferasa N-Terminal B|Acetiltransferasa B N-Terminal
54930	N-terminal acetiltransferasa C	N-Terminal Acetyltransferase C	D063211	Acetiltransferasa N-Terminal C|Acetiltransferasa C N-Terminal
54931	N-terminal acetiltransferasa E	N-Terminal Acetyltransferase E	D063213	Acetiltransferasa N-Terminal E|Acetiltransferasa E N-Terminal
54932	N-terminal acetiltransferasa F	N-Terminal Acetyltransferase F	D063214	Acetiltransferasa N-Terminal F|Acetiltransferasa F N-Terminal
54933	proteína cinasa dependiente de GMP cíclico tipo I	Cyclic GMP-Dependent Protein Kinase Type I	D062965	Proteína Quinasa Dependiente de GMP Cíclico Tipo I
54934	proteína cinasa dependiente de GMP cíclico tipo II	Cyclic GMP-Dependent Protein Kinase Type II	D062967	Proteína Quinasa Dependiente de GMP Cíclico Tipo II
54935	saponinas de quillaja	Quillaja Saponins	D062605	-
54936	polisacáridos fúngicos	Fungal Polysaccharides	D062610	-
54938	proteínas proteolipídicas asociadas a mielina y linfocitos	Myelin and Lymphocyte-Associated Proteolipid Proteins	D062806	Proteína Asociada a Mielina y Linfocito|proteína asociada a mielina y linfocitos|Proteínas Proteolipídicas Asociadas a Mielina y Linfocito
54939	inhibidores de la disociación de nucleótidos de guanina rho-específicos	rho-Specific Guanine Nucleotide Dissociation Inhibitors	D062947	inhibidores de la disociación de nucleótidos de guanina específicos de proteínas-G rho|Inhibidores de la Disociación del Nucleótido Guanina rho-Específico
54940	inhibidor alfa de la disociación de nucleótidos de guanina rho	rho Guanine Nucleotide Dissociation Inhibitor alpha	D062948	Inhibidor alfa de Disociación del Nucleótido Guanina rho
54941	inhibidor beta de la disociación de nucleótidos de guanina rho	rho Guanine Nucleotide Dissociation Inhibitor beta	D062949	Inhibidor beta de Disociación del Nucleótido Guanina rho
54942	inhibidor gamma de la disociación de nucleótidos de guanina rho	rho Guanine Nucleotide Dissociation Inhibitor gamma	D062950	Inhibidor gamma de Disociación del Nucleótido Guanina rho
54943	anticuerpos de dominio único	Single-Domain Antibodies	D061905	-
54944	canales iónicos sensibles a ácidos	Acid Sensing Ion Channels	D062565	Canales de Sodio Activados por Protones|canales del sodio sensibles a protones|Canales Iónicos Sensibles al Ácido
54945	canales del sodio degenerinas	Degenerin Sodium Channels	D062626	canales iónicos degenerina|Canales de Sodio Degenerina
54946	canales del sodio dependientes de voltaje	Voltage-Gated Sodium Channels	D061566	Canales de Sodio Activados por Voltaje
54947	canales del sodio dependientes de voltaje NAV1.1	NAV1.1 Voltage-Gated Sodium Channel	D062550	Subunidad alfa de Canal de Sodio Activado por Voltaje Tipo 1|subunidad alfa tipo 1 de los canales del sodio dependientes de voltaje|Canal de Sodio Activado por Voltaje NAV1.1
54948	canales del sodio dependientes de voltaje NAV1.2	NAV1.2 Voltage-Gated Sodium Channel	D062551	Subunidad alfa de Canal de Sodio Activado por Voltaje Tipo 2|subunidad alfa tipo 2 de los canales del sodio dependientes de voltaje|Canal de Sodio Activado por Voltaje NAV1.2
54949	canales del sodio dependientes de voltaje NAV1.3	NAV1.3 Voltage-Gated Sodium Channel	D062552	Subunidad alfa de Canal de Sodio Activado por Voltaje Tipo 3|subunidad alfa tipo 3 de los canales del sodio dependientes de voltaje|Canal de Sodio Activado por Voltaje NAV1.3
54950	canales del sodio dependientes de voltaje NAV1.4	NAV1.4 Voltage-Gated Sodium Channel	D062553	Subunidad alfa de Canal de Sodio Activado por Voltaje Tipo 4|subunidad alfa tipo 4 de los canales del sodio dependientes de voltaje|Canal de Sodio Activado por Voltaje NAV1.4
54951	canales del sodio dependientes de voltaje NAV1.5	NAV1.5 Voltage-Gated Sodium Channel	D062554	Subunidad alfa de Canal de Sodio Activado por Voltaje Tipo 5|subunidad alfa tipo 5 de los canales de sodio dependientes de voltaje|Canal de Sodio Activado por Voltaje NAV1.5
54952	canales del sodio dependientes de voltaje NAV1.6	NAV1.6 Voltage-Gated Sodium Channel	D062557	Subunidad alfa de Canal de Sodio Activado por Voltaje Tipo 8|subunidad alfa tipo 8 de los canales del sodio dependientes de voltaje|Canal de Sodio Activado por Voltaje NAV1.6
54953	canales del sodio dependientes de voltaje NAV1.7	NAV1.7 Voltage-Gated Sodium Channel	D062556	Canal de Sodio Activado por Voltaje NAV1.7
54954	canales del sodio dependientes de voltaje NAV1.8	NAV1.8 Voltage-Gated Sodium Channel	D062559	Subunidad alfa de Canal de Sodio Activado por Voltaje Tipo 10|subunidad alfa tipo 10 de los canales del sodio dependientes de voltaje|Canal de Sodio Activado por Voltaje NAV1.8
54955	canales del sodio dependientes de voltaje NAV1.9	NAV1.9 Voltage-Gated Sodium Channel	D062558	Subunidad alfa de Canal de Sodio Activado por Voltaje Tipo 11|subunidad alfa tipo 11 de los canales del sodio dependientes de voltaje|Canal de Sodio Activado por Voltaje NAV1.9
54956	subunidades beta de los canales del sodio dependientes de voltaje	Voltage-Gated Sodium Channel beta Subunits	D062546	Subunidades beta de Canales de Sodio Activados por Voltaje
54957	subunidades beta-1 de los canales del sodio dependientes de voltaje	Voltage-Gated Sodium Channel beta-1 Subunit	D062547	Subunidad beta-1 de Canal de Sodio Activado por Voltaje
54958	subunidades beta-2 de los canales de sodio dependientes de voltaje	Voltage-Gated Sodium Channel beta-2 Subunit	D062548	Subunidad beta-2 de Canal de Sodio Activado por Voltaje
54959	subunidades beta-3 de los canales del sodio dependientes de voltaje	Voltage-Gated Sodium Channel beta-3 Subunit	D062549	Subunidad beta-3 de Canal de Sodio Activado por Voltaje
54960	subunidades beta-4 de los canales del sodio dependientes de voltaje	Voltage-Gated Sodium Channel beta-4 Subunit	D062585	Subunidad beta-4 de Canal de Sodio Activado por Voltaje
54961	receptores artificiales	Receptors, Artificial	D062165	-
54962	moléculas de adhesión de uniones estrechas	Junctional Adhesion Molecules	D062726	Moléculas de Adhesión de Unión
